Curve No. 1;;Curve No. 2;;Curve No. 3;;Curve No. 4;;Curve No. 5;;Curve No. 6;;Curve No. 7;;Curve No. 8;;Curve No. 9;;Curve No. 10;
pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN)
0;480;0;480;0;480;0;480;0;480;0;480;0;480;0;480;0;480;0;480
0.003;531.1293;0.003;532.0163;0.003;538.7448;0.003;531.8942;0.003;531.3665;0.003;544.2621;0.003;535.8177;0.003;556.4333;0.003;549.5802;0.003;546.8514
0.006;581.6168;0.006;575.8686;0.006;594.7733;0.006;578.9583;0.006;574.5444;0.006;600.2523;0.006;589.3522;0.006;620.0603;0.006;610.2221;0.006;609.7609
0.009;632.1044;0.009;619.799;0.009;650.8018;0.009;626.0224;0.009;625.8555;0.009;661.5335;0.009;642.8867;0.009;692.2423;0.009;672.1149;0.009;672.6704
0.012;682.592;0.012;681.5634;0.012;708.636;0.012;681.6252;0.012;682.6694;0.012;733.5561;0.012;698.6533;0.012;781.0302;0.012;750.2957;0.012;739.4786
0.015;744.2813;0.015;743.3278;0.015;781.1302;0.015;744.898;0.015;743.0615;0.015;806.994;0.015;763.549;0.015;872.0786;0.015;828.4763;0.015;821.9528
0.018;809.4393;0.018;814.7937;0.018;853.6245;0.018;811.4534;0.018;808.7482;0.018;888.8072;0.018;828.4529;0.018;976.4182;0.018;916.0745;0.018;904.4657
0.021;881.4161;0.021;888.5201;0.021;935.8577;0.021;884.5175;0.021;876.2124;0.021;970.6204;0.021;900.9221;0.021;1080.758;0.021;1004.973;0.021;998.8632
0.024;958.4976;0.024;968.6954;0.024;1018.91;0.024;958.9584;0.024;950.2603;0.024;1060.064;0.024;973.3911;0.024;1197.236;0.024;1100.508;0.024;1093.261
0.027;1039.47;0.027;1052.903;0.027;1107.437;0.027;1041.707;0.027;1024.456;0.027;1149.888;0.027;1052.445;0.027;1314.363;0.027;1199.082;0.027;1196.091
0.03;1126.756;0.03;1141.183;0.03;1197.975;0.03;1124.456;0.03;1106.225;0.03;1247.755;0.03;1133.081;0.03;1440.348;0.03;1302.721;0.03;1300.947
0.033;1215.898;0.033;1235.119;0.033;1293.256;0.033;1216.167;0.033;1187.994;0.033;1348.185;0.033;1219.051;0.033;1569.217;0.033;1411.595;0.033;1412.219
0.036;1312.756;0.036;1331.05;0.036;1392.541;0.036;1308.375;0.036;1276.31;0.036;1454.415;0.036;1308.417;0.036;1704.144;0.036;1523.581;0.036;1527.551
0.039;1409.686;0.039;1433.826;0.039;1494.55;0.039;1407.726;0.039;1366.003;0.039;1565.12;0.039;1388.639;0.039;1843.873;0.039;1642.842;0.039;1647.022
0.042;1516.768;0.042;1536.863;0.042;1601.568;0.042;1509.436;0.042;1460.997;0.042;1679.714;0.042;1455.978;0.042;1986.877;0.042;1763.081;0.042;1772.231
0.045;1623.849;0.045;1647.724;0.045;1709.948;0.045;1596.756;0.045;1559.069;0.045;1800.926;0.045;1524.388;0.045;2135.702;0.045;1891.401;0.045;1899.403
0.048;1739.106;0.048;1758.585;0.048;1825.32;0.048;1672.636;0.048;1660.698;0.048;1924.103;0.048;1596.6;0.048;2285.74;0.048;2019.722;0.048;2033.326
0.051;1856.155;0.051;1876.462;0.051;1940.692;0.051;1750.348;0.051;1766.824;0.051;2056.379;0.051;1668.94;0.051;2442.049;0.051;2156.138;0.051;2167.481
0.05399999;1979.635;0.05399999;1995.701;0.05399999;2062.685;0.05399999;1831.259;0.05399999;1874.799;0.05399999;2188.656;0.05399999;1746.223;0.05399999;2598.358;0.05399999;2293.304;0.05399999;2308.429
0.05699999;2106.869;0.05699999;2119.4;0.05699999;2184.865;0.05699999;1913.109;0.05699999;1988.296;0.05699999;2331.071;0.05699999;1823.506;0.05699999;2762.541;0.05699999;2436.313;0.05699999;2449.377
0.05999999;2237.752;0.05999999;2245.593;0.05999999;2312.039;0.05999999;1999.486;0.05999999;2100.284;0.05999999;2473.636;0.05999999;1905.078;0.05999999;2927.002;0.05999999;2581.56;0.05999999;2596.862
0.06299999;2373.248;0.06299999;2374.557;0.06299999;2440.607;0.06299999;2085.864;0.06299999;2188.379;0.06299999;2622.721;0.06299999;1987.529;0.06299999;3099.668;0.06299999;2732.422;0.06299999;2745.592
0.06599999;2510.606;0.06599999;2506.961;0.06599999;2572.196;0.06599999;2177.534;0.06599999;2276.474;0.06599999;2773.5;0.06599999;2073.391;0.06599999;3274.77;0.06599999;2888.251;0.06599999;2900.859
0.06899999;2653.487;0.06899999;2632.37;0.06899999;2705.87;0.06899999;2269.318;0.06899999;2368.79;0.06899999;2929.698;0.06899999;2161.216;0.06899999;3453.893;0.06899999;3033.304;0.06899999;3059.695
0.07199999;2796.913;0.07199999;2737.095;0.07199999;2842.06;0.07199999;2365.412;0.07199999;2461.75;0.07199999;3089.483;0.07199999;2251.277;0.07199999;3635.964;0.07199999;3157.314;0.07199999;3204.15
0.07499999;2948.332;0.07499999;2842.172;0.07499999;2981.984;0.07499999;2462.671;0.07499999;2558.596;0.07499999;3253.996;0.07499999;2344.201;0.07499999;3816.331;0.07499999;3282.263;0.07499999;3331.287
0.07799999;3099.75;0.07799999;2952.855;0.07799999;3123.51;0.07799999;2563.683;0.07799999;2657.303;0.07799999;3425.271;0.07799999;2438.555;0.07799999;3993.963;0.07799999;3412.677;0.07799999;3459.9
0.08099999;3259.794;0.08099999;3063.538;0.08099999;3270.997;0.08099999;2667.255;0.08099999;2758.982;0.08099999;3598.441;0.08099999;2537.353;0.08099999;4165.903;0.08099999;3543.09;0.08099999;3592.714
0.08399998;3421.071;0.08399998;3178.944;0.08399998;3417.975;0.08399998;2773.671;0.08399998;2863.811;0.08399998;3778.283;0.08399998;2636.431;0.08399998;4313.729;0.08399998;3677.61;0.08399998;3725.809
0.08699998;3560.924;0.08699998;3295.091;0.08699998;3540.466;0.08699998;2884.326;0.08699998;2970.488;0.08699998;3958.075;0.08699998;2741.103;0.08699998;4461.554;0.08699998;3812.33;0.08699998;3862.896
0.08999998;3690.966;0.08999998;3415.226;0.08999998;3662.958;0.08999998;2996.354;0.08999998;3081.576;0.08999998;4136.353;0.08999998;2845.774;0.08999998;4615.841;0.08999998;3948.615;0.08999998;3999.981
0.09299998;3823.2;0.09299998;3537.32;0.09299998;3789.053;0.09299998;3113.595;0.09299998;3193.305;0.09299998;4314.63;0.09299998;2956.168;0.09299998;4770.144;0.09299998;4085.392;0.09299998;4139.228
0.09599998;3957.652;0.09599998;3661.738;0.09599998;3915.889;0.09599998;3230.929;0.09599998;3310.462;0.09599998;4468.085;0.09599998;3067.551;0.09599998;4929.989;0.09599998;4225.554;0.09599998;4278.791
0.09899998;4092.927;0.09899998;3788.699;0.09899998;4044.527;0.09899998;3354.414;0.09899998;3427.619;0.09899998;4616.924;0.09899998;3183.1;0.09899998;5091.176;0.09899998;4368.284;0.09899998;4421.53
0.102;4230.06;0.102;3916.461;0.102;4174.18;0.102;3477.899;0.102;3550.149;0.102;4769.559;0.102;3300.814;0.102;5256.501;0.102;4513.365;0.102;4565.773
0.105;4367.688;0.105;4046.23;0.105;4304.862;0.105;3605.928;0.105;3673.17;0.105;4924.207;0.105;3421.221;0.105;5424.439;0.105;4662.331;0.105;4713.201
0.108;4509.036;0.108;4176.282;0.108;4436.808;0.108;3734.949;0.108;3799.885;0.108;5081.723;0.108;3544.753;0.108;5594.999;0.108;4812.48;0.108;4864.003
0.111;4650.383;0.111;4309.086;0.111;4569.829;0.111;3866.266;0.111;3927.983;0.111;5242.558;0.111;3669.799;0.111;5769.158;0.111;4967.827;0.111;5016.547
0.114;4797.046;0.114;4441.89;0.114;4705.919;0.114;3998.948;0.114;4057.431;0.114;5405.101;0.114;3798.971;0.114;5944.814;0.114;5123.173;0.114;5173.32
0.117;4944.118;0.117;4579.623;0.117;4842.36;0.117;4132.996;0.117;4188.034;0.117;5572.18;0.117;3928.401;0.117;6125.52;0.117;5284.658;0.117;5330.714
0.12;5095.609;0.12;4717.896;0.12;4983.562;0.12;4268.839;0.12;4319.816;0.12;5739.774;0.12;4061.03;0.12;6306.445;0.12;5446.184;0.12;5493.831
0.123;5248.66;0.123;4860.396;0.123;5124.763;0.123;4406.135;0.123;4453.784;0.123;5913.075;0.123;4193.659;0.123;6493.261;0.123;5612.873;0.123;5656.948
0.126;5405.24;0.126;5004.63;0.126;5270.295;0.126;4548.096;0.126;4588.672;0.126;6086.375;0.126;4328.421;0.126;6680.077;0.126;5780.849;0.126;5825.43
0.129;5564.713;0.129;5151.983;0.129;5416.432;0.129;4690.321;0.129;4728.327;0.129;6264.871;0.129;4463.468;0.129;6871.436;0.129;5952.378;0.129;5994.492
0.132;5726.168;0.132;5302.266;0.132;5565.911;0.132;4838.498;0.132;4867.983;0.132;6443.999;0.132;4601.926;0.132;7063.64;0.132;6126.197;0.132;6167.594
0.135;5891.152;0.135;5454.379;0.135;5716.904;0.135;4986.676;0.135;5013.674;0.135;6627.234;0.135;4741.931;0.135;7259.203;0.135;6302.255;0.135;6342.371
0.138;6057.135;0.138;5610.327;0.138;5870.162;0.138;5140.758;0.138;5159.539;0.138;6812.231;0.138;4884.957;0.138;7456.575;0.138;6481.467;0.138;6519.635
0.141;6228.009;0.141;5766.956;0.141;6025.703;0.141;5295.901;0.141;5309.934;0.141;6999.93;0.141;5031.081;0.141;7656.276;0.141;6661.849;0.141;6699.27
0.144;6398.884;0.144;5928.124;0.144;6182.574;0.144;5455.204;0.144;5461.582;0.144;7190.248;0.144;5178.965;0.144;7858.743;0.144;6846.339;0.144;6880.456
0.147;6575.209;0.147;6089.291;0.147;6342.444;0.147;5616.706;0.147;5616.797;0.147;7382.107;0.147;5330.951;0.147;8062.254;0.147;7030.966;0.147;7064.986
0.15;6751.647;0.15;6255.202;0.15;6502.775;0.15;5780.922;0.15;5774.455;0.15;7577.319;0.15;5483.538;0.15;8268.668;0.15;7220.229;0.15;7250.068
0.153;6931.789;0.153;6421.431;0.153;6666.626;0.153;5948.32;0.153;5934.313;0.153;7773.167;0.153;5641.138;0.153;8475.361;0.153;7409.493;0.153;7439.093
0.156;7112.908;0.156;6591.226;0.156;6830.477;0.156;6117.303;0.156;6097.42;0.156;7973.574;0.156;5798.737;0.156;8685.615;0.156;7602.592;0.156;7628.118
0.159;7297.004;0.159;6762.242;0.159;6997.551;0.159;6290.662;0.159;6261.725;0.159;8173.98;0.159;5961.345;0.159;8895.868;0.159;7796.441;0.159;7820.977
0.162;7483.066;0.162;6935.708;0.162;7164.885;0.162;6464.405;0.162;6430.437;0.162;8378.637;0.162;6124.424;0.162;9108.873;0.162;7993.119;0.162;8014.133
0.1650001;7671.016;0.1650001;7111.148;0.1650001;7335.086;0.1650001;6643.178;0.1650001;6599.271;0.1650001;8583.609;0.1650001;6291.13;0.1650001;9322.248;0.1650001;8191.359;0.1650001;8210.141
0.1680001;7861.649;0.1680001;7288.108;0.1680001;7506.322;0.1680001;6821.951;0.1680001;6772.854;0.1680001;8792.038;0.1680001;6459.242;0.1680001;9538.108;0.1680001;8391.485;0.1680001;8407.189
0.1710001;8053.142;0.1710001;7467.745;0.1710001;7679.453;0.1710001;7005.02;0.1710001;6946.439;0.1710001;9001.684;0.1710001;6629.971;0.1710001;9755.086;0.1710001;8593.912;0.1710001;8606.177
0.1740001;8247.612;0.1740001;7648.045;0.1740001;7854.175;0.1740001;7188.698;0.1740001;7123.746;0.1740001;9213.682;0.1740001;6803.057;0.1740001;9973.786;0.1740001;8797.353;0.1740001;8806.831
0.1770001;8442.247;0.1770001;7831.575;0.1770001;8030.097;0.1770001;7375.605;0.1770001;7301.788;0.1770001;9427.616;0.1770001;6977.691;0.1770001;10194.22;0.1770001;9003.728;0.1770001;9008.741
0.1800001;8641.451;0.1800001;8015.105;0.1800001;8208.221;0.1800001;7564.026;0.1800001;7483.074;0.1800001;9642.989;0.1800001;7155.427;0.1800001;10415.47;0.1800001;9210.353;0.1800001;9213.054
0.1830001;8840.655;0.1830001;8202.109;0.1830001;8386.89;0.1830001;7754.558;0.1830001;7666.143;0.1830001;9860.942;0.1830001;7333.841;0.1830001;10638.55;0.1830001;9420.709;0.1830001;9417.893
0.1860001;9043.237;0.1860001;8389.185;0.1860001;8568.388;0.1860001;7947.327;0.1860001;7851.135;0.1860001;10079.63;0.1860001;7516.477;0.1860001;10862.04;0.1860001;9631.064;0.1860001;9625.727
0.1890001;9246.438;0.1890001;8578.837;0.1890001;8749.886;0.1890001;8141.307;0.1890001;8038.424;0.1890001;10301.95;0.1890001;7699.112;0.1890001;11088.6;0.1890001;9844.685;0.1890001;9833.56
0.1920001;9452.157;0.1920001;8769.179;0.1920001;8934.245;0.1920001;8338.263;0.1920001;8226.886;0.1920001;10524.28;0.1920001;7885.951;0.1920001;11315.15;0.1920001;10058.8;0.1920001;10044.61
0.1950001;9659.197;0.1950001;8961.64;0.1950001;9118.693;0.1950001;8535.589;0.1950001;8418.576;0.1950001;10750.55;0.1950001;8073.034;0.1950001;11544.22;0.1950001;10275.47;0.1950001;10255.81
0.1980001;9867.878;0.1980001;9155.521;0.1980001;9305.133;0.1980001;8736.58;0.1980001;8610.602;0.1980001;10976.91;0.1980001;8263.759;0.1980001;11773.49;0.1980001;10493.37;0.1980001;10469.43
0.2010001;10078.44;0.2010001;9350.646;0.2010001;9492.137;0.2010001;8937.57;0.2010001;8806.702;0.2010001;11206.14;0.2010001;8455.682;0.2010001;12004.95;0.2010001;10713;0.2010001;10683.8
0.2040001;10289.98;0.2040001;9547.564;0.2040001;9680.86;0.2040001;9142.238;0.2040001;9002.803;0.2040001;11436.15;0.2040001;8649.95;0.2040001;12237.2;0.2040001;10934.48;0.2040001;10899.98
0.2070001;10504.09;0.2070001;9745.124;0.2070001;9870.788;0.2070001;9347.336;0.2070001;9202.579;0.2070001;11668.37;0.2070001;8846.063;0.2070001;12470.82;0.2070001;11156.84;0.2070001;11117.54
0.2100001;10718.48;0.2100001;9944.966;0.2100001;10061.74;0.2100001;9555.134;0.2100001;9402.825;0.2100001;11902.08;0.2100001;9043.795;0.2100001;12705.58;0.2100001;11381.35;0.2100001;11336.14
0.2130001;10935.78;0.2130001;10144.89;0.2130001;10254.25;0.2130001;9764.087;0.2130001;9605.941;0.2130001;12137.15;0.2130001;9244.323;0.2130001;12941.17;0.2130001;11606.19;0.2130001;11556.46
0.2160002;11153.08;0.2160002;10347.66;0.2160002;10447.3;0.2160002;9975.121;0.2160002;9810.303;0.2160002;12374.22;0.2160002;9445.564;0.2160002;13178.27;0.2160002;11834.1;0.2160002;11777.27
0.2190002;11373.15;0.2190002;10550.42;0.2190002;10642.43;0.2190002;10188.2;0.2190002;10016.78;0.2190002;12611.94;0.2190002;9650.177;0.2190002;13415.78;0.2190002;12062.01;0.2190002;12000.27
0.2220002;11593.54;0.2220002;10755.66;0.2220002;10837.58;0.2220002;10402.41;0.2220002;10225.3;0.2220002;12852.01;0.2220002;9854.788;0.2220002;13655.35;0.2220002;12292.38;0.2220002;12223.27
0.2250002;11816.13;0.2250002;10961.38;0.2250002;11034.86;0.2250002;10619.13;0.2250002;10435.16;0.2250002;13092.18;0.2250002;10063.11;0.2250002;13894.93;0.2250002;12523.02;0.2250002;12448.8
0.2280002;12039.62;0.2280002;11168.86;0.2280002;11232.13;0.2280002;10836.24;0.2280002;10647.87;0.2280002;13335.44;0.2280002;10271.51;0.2280002;14136.92;0.2280002;12755.79;0.2280002;12674.36
0.2310002;12264.6;0.2310002;11377.3;0.2310002;11431.27;0.2310002;11056.32;0.2310002;10861.01;0.2310002;13578.7;0.2310002;10483.05;0.2310002;14378.96;0.2310002;12989.46;0.2310002;12902.21
0.2340002;12490.95;0.2340002;11587;0.2340002;11630.81;0.2340002;11276.39;0.2340002;11077.04;0.2340002;13824.33;0.2340002;10695.45;0.2340002;14622.87;0.2340002;13224.58;0.2340002;13130.64
0.2370002;12718.17;0.2370002;11798.17;0.2370002;11831.86;0.2370002;11499.58;0.2370002;11293.08;0.2370002;14070.42;0.2370002;10909.86;0.2370002;14867.29;0.2370002;13461.13;0.2370002;13360.44
0.2400002;12947.17;0.2400002;12010.12;0.2400002;12033.8;0.2400002;11723.05;0.2400002;11512.35;0.2400002;14318.28;0.2400002;11125.66;0.2400002;15113.13;0.2400002;13698.5;0.2400002;13591.16
0.2430002;13176.48;0.2430002;12224.18;0.2430002;12236.71;0.2430002;11948.87;0.2430002;11731.82;0.2430002;14567.09;0.2430002;11342.79;0.2430002;15359.93;0.2430002;13937.72;0.2430002;13822.89
0.2460002;13407.71;0.2460002;12438.41;0.2460002;12440.88;0.2460002;12175.57;0.2460002;11954;0.2460002;14817.2;0.2460002;11561.91;0.2460002;15607.55;0.2460002;14177.19;0.2460002;14056.1
0.2490002;13638.94;0.2490002;12654.7;0.2490002;12645.58;0.2490002;12403.95;0.2490002;12177.08;0.2490002;15068.84;0.2490002;11781.67;0.2490002;15856.37;0.2490002;14418.64;0.2490002;14289.92
0.2520002;13872.8;0.2520002;12870.98;0.2520002;12851.93;0.2520002;12633.8;0.2520002;12402.06;0.2520002;15321.31;0.2520002;12003.87;0.2520002;16105.39;0.2520002;14660.1;0.2520002;14526.01
0.2550002;14106.79;0.2550002;13089.6;0.2550002;13058.41;0.2550002;12864.82;0.2550002;12628.56;0.2550002;15576;0.2550002;12226.12;0.2550002;16355.13;0.2550002;14904.13;0.2550002;14762.14
0.2580002;14342.58;0.2580002;13308.53;0.2580002;13267.39;0.2580002;13098.17;0.2580002;12856.38;0.2580002;15830.86;0.2580002;12451.39;0.2580002;16604.9;0.2580002;15148.38;0.2580002;15000.43
0.2610002;14578.92;0.2610002;13529.19;0.2610002;13476.38;0.2610002;13331.88;0.2610002;13086.48;0.2610002;16087.79;0.2610002;12676.65;0.2610002;16855.94;0.2610002;15394.45;0.2610002;15238.72
0.2640002;14816.7;0.2640002;13750.61;0.2640002;13687.07;0.2640002;13567.77;0.2640002;13317.2;0.2640002;16344.71;0.2640002;12904.69;0.2640002;17106.99;0.2640002;15641.22;0.2640002;15478.87
0.2670002;15055.54;0.2670002;13973.38;0.2670002;13898.03;0.2670002;13803.67;0.2670002;13550.82;0.2670002;16603.2;0.2670002;13133.31;0.2670002;17358.72;0.2670002;15888.85;0.2670002;15719.41
0.2700002;15295.25;0.2700002;14197.47;0.2700002;14110.46;0.2700002;14042.37;0.2700002;13784.44;0.2700002;16861.88;0.2700002;13363.72;0.2700002;17610.58;0.2700002;16137.22;0.2700002;15960.83
0.2730002;15536.36;0.2730002;14422.21;0.2730002;14323.6;0.2730002;14281.24;0.2730002;14020.69;0.2730002;17121.43;0.2730002;13595.15;0.2730002;17863.35;0.2730002;16386.01;0.2730002;16202.75
0.2760001;15777.86;0.2760001;14648.38;0.2760001;14537.78;0.2760001;14522.19;0.2760001;14256.97;0.2760001;17381.36;0.2760001;13827.84;0.2760001;18116.6;0.2760001;16635.58;0.2760001;16444.95
0.2790001;16021;0.2790001;14874.84;0.2790001;14753.08;0.2790001;14763.83;0.2790001;14496.19;0.2790001;17642.02;0.2790001;14062.12;0.2790001;18370.74;0.2790001;16885.3;0.2790001;16687.48
0.2820001;16264.14;0.2820001;15103.34;0.2820001;14968.72;0.2820001;15006.99;0.2820001;14736.16;0.2820001;17903.38;0.2820001;14296.94;0.2820001;18625.95;0.2820001;17135.93;0.2820001;16930.29
0.2850001;16508.26;0.2850001;15331.83;0.2850001;15185.2;0.2850001;15251.34;0.2850001;14977.88;0.2850001;18165.13;0.2850001;14533.41;0.2850001;18882.44;0.2850001;17386.55;0.2850001;17173.95
0.2880001;16752.38;0.2880001;15561.75;0.2880001;15401.8;0.2880001;15496.49;0.2880001;15220.73;0.2880001;18427.75;0.2880001;14770.06;0.2880001;19142.58;0.2880001;17638.22;0.2880001;17417.68
0.2910001;16997.37;0.2910001;15791.78;0.2910001;15619.49;0.2910001;15743.04;0.2910001;15464.62;0.2910001;18690.69;0.2910001;15009.59;0.2910001;19402.97;0.2910001;17889.96;0.2910001;17662.63
0.2940001;17242.55;0.2940001;16022.6;0.2940001;15837.17;0.2940001;15989.93;0.2940001;15709.98;0.2940001;18955.85;0.2940001;15249.12;0.2940001;19666.75;0.2940001;18143.07;0.2940001;17907.59
0.2970001;17488.54;0.2970001;16253.7;0.2970001;16055.9;0.2970001;16238.47;0.2970001;15955.79;0.2970001;19221.01;0.2970001;15490.29;0.2970001;19930.53;0.2970001;18396.65;0.2970001;18153.85
0.3000001;17734.99;0.3000001;16485.81;0.3000001;16274.74;0.3000001;16487;0.3000001;16203.2;0.3000001;19490.1;0.3000001;15731.71;0.3000001;20195.44;0.3000001;18652.07;0.3000001;18400.32
0.3030001;17982.13;0.3030001;16718.74;0.3030001;16494.54;0.3030001;16736.52;0.3030001;16450.67;0.3030001;19759.45;0.3030001;15974.27;0.3030001;20460.51;0.3030001;18908.98;0.3030001;18648.68
0.3060001;18230.11;0.3060001;16952.18;0.3060001;16714.71;0.3060001;16986.05;0.3060001;16699.92;0.3060001;20031.96;0.3060001;16217.38;0.3060001;20726.1;0.3060001;19167.77;0.3060001;18897.98
0.309;18478.87;0.309;17186.5;0.309;16936.12;0.309;17236.56;0.309;16949.18;0.309;20305.53;0.309;16460.83;0.309;20991.92;0.309;19429.95;0.309;19149.56
0.312;18729.92;0.312;17421.22;0.312;17158.64;0.312;17487.34;0.312;17199.82;0.312;20580.37;0.312;16704.65;0.312;21257.78;0.312;19692.38;0.312;19403.67
0.315;18981.26;0.315;17657.94;0.315;17382.36;0.315;17739.1;0.315;17450.74;0.315;20856.23;0.315;16948.87;0.315;21523.67;0.315;19956.15;0.315;19658.5
0.318;19236.87;0.318;17894.65;0.318;17608.5;0.318;17991.53;0.318;17702.83;0.318;21132.65;0.318;17194.08;0.318;21789.63;0.318;20219.92;0.318;19915.19
0.321;19492.48;0.321;18135.62;0.321;17835.22;0.321;18244.87;0.321;17955.58;0.321;21410.02;0.321;17439.43;0.321;22055.71;0.321;20484.82;0.321;20171.92
0.324;19750.55;0.324;18376.7;0.324;18065.44;0.324;18499.62;0.324;18209.63;0.324;21687.57;0.324;17685.99;0.324;22321.81;0.324;20749.75;0.324;20428.98
0.327;20008.98;0.327;18620.66;0.327;18295.65;0.327;18755.25;0.327;18465.24;0.327;21965.92;0.327;17932.55;0.327;22588.12;0.327;21015.27;0.327;20686.05
0.33;20268.2;0.33;18865.43;0.33;18527.71;0.33;19014.5;0.33;18722.14;0.33;22244.28;0.33;18180.89;0.33;22854.42;0.33;21280.95;0.33;20943.77
0.333;20527.79;0.333;19111.09;0.333;18759.86;0.333;19273.77;0.333;18982.78;0.333;22523.61;0.333;18429.41;0.333;23120.65;0.333;21547.05;0.333;21201.57
0.336;20787.85;0.336;19357.38;0.336;18992.84;0.336;19537.4;0.336;19243.68;0.336;22802.94;0.336;18680.84;0.336;23386.87;0.336;21813.45;0.336;21459.84
0.339;21048.39;0.339;19604.13;0.339;19226.09;0.339;19801.03;0.339;19508.5;0.339;23082.84;0.339;18933.41;0.339;23653.29;0.339;22079.88;0.339;21718.3
0.3419999;21309.06;0.3419999;19851.61;0.3419999;19459.79;0.3419999;20065.69;0.3419999;19773.32;0.3419999;23362.88;0.3419999;19188.21;0.3419999;23919.79;0.3419999;22346.36;0.3419999;21976.78
0.3449999;21570;0.3449999;20099.14;0.3449999;19693.82;0.3449999;20330.59;0.3449999;20039.32;0.3449999;23643.31;0.3449999;19444.98;0.3449999;24186.32;0.3449999;22613.06;0.3449999;22235.27
0.3479999;21831.04;0.3479999;20346.91;0.3479999;19928.03;0.3479999;20596.32;0.3479999;20305.5;0.3479999;23924;0.3479999;19702.43;0.3479999;24452.87;0.3479999;22880.72;0.3479999;22493.78
